6.421495326399999612e+03,1.300000000000000000e+01,3.295160000000000000e+05,6.553499999999999659e+01,1.060000000000000000e+02,0.000000000000000000e+00,1.315789473679999988e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.127125000000000377e+00,3.045100000000000029e-01,1.946314000000000100e+00,1.604699999999999876e-02,1.410000000000000000e+04,1.358042515589999994e+03
2.671675999600000068e+03,8.000000000000000000e+00,7.241160000000000000e+05,5.839999999999999858e+00,5.000000000000000000e+01,2.000000000000000000e+00,1.083333333329999926e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.421742000000000061e+00,8.944299999999999473e-02,3.661916999999999867e+00,4.633763000000000076e+00,2.473000000000000000e+03,2.856692677629999935e+02
2.671675999600000068e+03,8.000000000000000000e+00,7.241160000000000000e+05,5.839999999999999858e+00,5.000000000000000000e+01,2.000000000000000000e+00,1.125000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.307287999999999784e+00,8.924300000000000288e-02,2.617592999999999837e+00,3.107038000000000189e+00,7.678000000000000000e+03,8.768882277010000053e+02
5.486573766749999777e+03,1.200000000000000000e+01,3.659750000000000000e+05,5.839999999999999858e+00,4.700000000000000000e+01,2.000000000000000000e+00,9.166666666670000296e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.012175200000000075e+01,1.500670000000000059e-01,1.448605980000000102e+02,3.455083030000000122e+02,2.362000000000000000e+03,5.608559450050000095e+01
6.418845782870000221e+03,1.400000000000000000e+01,1.358523000000000000e+06,6.553499999999999659e+01,1.090000000000000000e+02,0.000000000000000000e+00,6.842105263159999895e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.818519400000000275e+01,2.462139999999999884e-01,2.501226389999999924e+02,3.367256399999999985e+02,2.568000000000000000e+03,1.228919308170000058e+01
5.657681854309999835e+03,1.200000000000000000e+01,1.545380000000000000e+05,5.839999999999999858e+00,4.700000000000000000e+01,2.000000000000000000e+00,4.000000000000000222e-01,0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,4.621279000000000359e+00,1.584440000000000015e-01,4.338719999999999799e-01,0.000000000000000000e+00,5.749300000000000000e+04,8.167635631930000272e+03
8.437516743559999668e+03,1.600000000000000000e+01,1.926475000000000000e+06,5.839999999999999858e+00,4.500000000000000000e+01,2.000000000000000000e+00,1.375000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.678962000000000065e+00,2.695190000000000086e-01,3.334539999999999726e-01,1.500000000000000038e-05,2.626000000000000000e+03,8.480112585929999796e+02
2.670021141560000160e+03,8.000000000000000000e+00,7.000000000000000000e+00,6.553499999999999659e+01,5.000000000000000000e+01,3.000000000000000000e+00,1.222222222220000099e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.261889000000000038e+00,8.024499999999999689e-02,3.342241000000000017e+00,0.000000000000000000e+00,1.973000000000000000e+03,3.315083292940000206e+02
8.437516743559999668e+03,1.600000000000000000e+01,1.926475000000000000e+06,5.839999999999999858e+00,4.500000000000000000e+01,2.000000000000000000e+00,9.000000000000000222e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.771469999999999878e+00,2.541599999999999970e-01,1.458644000000000052e+00,6.700000000000000226e-05,2.676000000000000000e+03,5.207794098299999632e+02
9.950063213680000462e-01,4.000000000000000000e+00,8.110710000000000000e+05,4.964000000000000057e+01,5.300000000000000000e+01,1.000000000000000000e+00,9.090909090909999879e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,7.749999999999999944e-02,5.078000000000000048e-03,5.580000000000000107e-04,0.000000000000000000e+00,2.807000000000000000e+03,2.279093558940000003e+04
6.603804145369999787e+02,5.000000000000000000e+00,5.473900000000000000e+04,5.839999999999999858e+00,5.000000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.194280000000000064e-01,2.178899999999999934e-02,1.030000000000000100e-03,1.999999999999999909e-06,5.974000000000000000e+03,1.640068853239999953e+04
2.671675999600000068e+03,8.000000000000000000e+00,7.241160000000000000e+05,5.839999999999999858e+00,5.000000000000000000e+01,2.000000000000000000e+00,1.153846153850000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.082476999999999911e+00,8.945799999999999585e-02,3.802619999999999889e-01,1.109109999999999957e-01,2.791000000000000000e+03,7.019213430610000160e+02
2.670021141560000160e+03,8.000000000000000000e+00,1.000000000000000000e+01,6.553499999999999659e+01,5.000000000000000000e+01,3.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.084373000000000253e+00,8.007999999999999841e-02,2.806067000000000089e+00,0.000000000000000000e+00,2.918000000000000000e+03,5.232056404370000564e+02
